Option Name,Developer,Contact,Address,Wi-Fi,Year Built,Units,URL
Buckwood Apartments,REM Commercial,844-280-7891,"2824-2826 E 130th St, Cleveland, OH 44120",False,1934,28,https://www.apartments.com/buckwood-apartments-cleveland-oh/4hkrzfk/
Shaker Park East Apartments,Capital Properties Management,844-716-9545,"2540 N Moreland Blvd, Shaker Heights, OH 44120",False,1953,75,https://www.apartments.com/shaker-park-east-apartments-shaker-heights-oh/nrem7dp/
Clifton Park & Clifton House Apartments,Capital Properties Management,216-920-8077,"11406 Clifton Blvd, Cleveland, OH 44102",False,1983,119,https://www.apartments.com/clifton-park-clifton-house-apartments-cleveland-oh/c078ysg/
Livingston Park Apartments,The Finch Group,844-296-4881,"3090 Livingston Rd, Cleveland, OH 44120",True,1945,195,https://www.apartments.com/livingston-park-apartments-cleveland-oh/hx3zln2/
Lake Park Tower,Moonbeam Management and Leasing,844-887-1994,"13855 Superior Rd, East Cleveland, OH 44118",False,1963,274,https://www.apartments.com/lake-park-tower-east-cleveland-oh/5chv5nn/
Shoreham,Burton Carol Management,888-728-0059,"11800 Edgewater, Lakewood, OH 44107",False,1961,145,https://www.apartments.com/shoreham-lakewood-oh/e9jrt5m/
Prospect Yard,Woda Cooper Companies,855-335-8651,"1937 Prospect Ave, Cleveland, OH 44115",False,2019,42,https://www.apartments.com/prospect-yard-cleveland-oh/by9848c/
1900 Euclid Avenue Lofts,The Coral Company,844-871-1192,"1900 Euclid Ave, Cleveland, OH 44115",True,1920,91,https://www.apartments.com/1900-euclid-avenue-lofts-cleveland-oh/5q50tvq/
Stockbridge Apartments,NM Residential,844-320-8375,"3328 Euclid Ave, Cleveland, OH 44115",False,1911,77,https://www.apartments.com/stockbridge-apartments-cleveland-oh/qby0m6x/
Sankofa Village,Pennrose Management Company,216-328-6335,"2390 E 30th St, Cleveland, OH 44115",False,2017,110,https://www.apartments.com/sankofa-village-cleveland-oh/ek46bmn/
Marshall Place Apartments,Vintage Development Group,844-370-1475,"1211 W 9th St, Cleveland, OH 44113",False,1900,41,https://www.apartments.com/marshall-place-apartments-cleveland-oh/jz4jzq5/
Crittenden Court,Crittenden Court,844-569-3669,"951-955 W Saint Clair Ave, Cleveland, OH 44113",False,1996,207,https://www.apartments.com/crittenden-court-cleveland-oh/kn3x3mb/
Water Street Apartments,The Landmark Companies,844-264-1863,"1133 W 9th St, Cleveland, OH 44113",False,1952,100,https://www.apartments.com/water-street-apartments-cleveland-oh/6mps0ds/
Tremont Place Lofts,UGP Properties LLC,844-861-0274,"710 Jefferson Ave, Cleveland, OH 44113",True,2010,102,https://www.apartments.com/tremont-place-lofts-cleveland-oh/zv5vjkz/
Shaker University,"S&P Management, Inc.",844-867-3697,"10955 Shaker Blvd, Cleveland, OH 44104",False,1959,56,https://www.apartments.com/shaker-university-cleveland-oh/xlp7vem/
Saint Luke's Manor Senior Community - 55+,Pennrose Management Company,216-923-0748,"11311 Shaker Blvd, Cleveland, OH 44104",False,2011,139,https://www.apartments.com/saint-lukes-manor-senior-community-55-cleveland-oh/swdf1k5/
CircleEast Townhomes,The Finch Group,844-281-4676,"12509 Euclid Ave, Cleveland, OH 44112",True,2011,20,https://www.apartments.com/circleeast-townhomes-cleveland-oh/jnbvbv4/
2669 Euclid Heights Blvd,K-Property Management,844-202-1497,"2669 Euclid Heights Blvd, Cleveland, OH 44106",False,1922,12,https://www.apartments.com/2669-euclid-heights-blvd-cleveland-oh/m6q093j/
2344 Prospect Ave E Unit 403,,216-592-9763,"2344 Prospect Ave E, Cleveland, OH 44115",False,,,https://www.apartments.com/2344-prospect-ave-e-cleveland-oh-unit-403/z2c9tsy/
2344 Prospect Ave E Unit 402,,440-471-9098,"2344 Prospect Ave E, Cleveland, OH 44115",False,,,https://www.apartments.com/2344-prospect-ave-e-cleveland-oh-unit-402/9zh5xx6/
2344 Prospect Ave E Unit 301,,216-592-9748,"2344 Prospect Ave E, Cleveland, OH 44115",False,,,https://www.apartments.com/2344-prospect-ave-e-cleveland-oh-unit-301/rwhctz1/
1224 Huron Rd E Unit 303,,234-303-1654,"1224 Huron Rd E, Cleveland, OH 44115",False,,,https://www.apartments.com/1224-huron-rd-e-cleveland-oh-unit-303/xm6yznq/
1224 Huron Rd E Unit 202,,234-542-8358,"1224 Huron Rd E, Cleveland, OH 44115",False,,,https://www.apartments.com/1224-huron-rd-e-cleveland-oh-unit-202/18l3sv4/
1224 Huron Rd E Unit 401,,234-303-0532,"1224 Huron Rd E, Cleveland, OH 44115",False,,,https://www.apartments.com/1224-huron-rd-e-cleveland-oh-unit-401/d6hbvgk/
1224 Huron Rd E Unit 301,,234-303-0524,"1224 Huron Rd E, Cleveland, OH 44115",False,,,https://www.apartments.com/1224-huron-rd-e-cleveland-oh-unit-301/44s2ssl/
3206 Prospect Ave E Unit 000,,216-359-1253,"3206 Prospect Ave E, Cleveland, OH 44115",False,,,https://www.apartments.com/3206-prospect-ave-e-cleveland-oh-unit-000/pkx8bzt/
3206 Prospect Ave E Unit 0,,216-245-5933,"3206 Prospect Ave E, Cleveland, OH 44115",False,,,https://www.apartments.com/3206-prospect-ave-e-cleveland-oh-unit-0/2lcz8t9/
140 Public Square Unit 302,,440-207-0681,"140 Public Square, Cleveland, OH 44114",False,,,https://www.apartments.com/140-public-square-cleveland-oh-unit-302/gw3fbgw/
1275 W 9th St Unit 303,,216-245-0295,"1275 W 9th St, Cleveland, OH 44113",False,,,https://www.apartments.com/1275-w-9th-st-cleveland-oh-unit-303/e6pwrlp/
7102 Carnegie Ave Unit 20,,,"7102 Carnegie Ave, Cleveland, OH 44103",False,,,https://www.apartments.com/7102-carnegie-ave-cleveland-oh-unit-20/c7lbpff/
1951 W 26th St Unit 302,,440-207-9479,"1951 W 26th St, Cleveland, OH 44113",False,,,https://www.apartments.com/1951-w-26th-st-cleveland-oh-unit-302/pdbtwhr/
2820 Bridge Ave Unit B,,216-302-7269,"2820 Bridge Ave, Cleveland, OH 44113",False,,,https://www.apartments.com/2820-bridge-ave-cleveland-oh-unit-b/gsx1hjx/
1355 Addison Rd Unit 2,,323-922-2618,"1355 Addison Rd, Cleveland, OH 44103",False,,,https://www.apartments.com/1355-addison-rd-cleveland-oh-unit-2/f58635r/
1777 W 31st Pl Unit Up,,,"1777 W 31st Pl, Cleveland, OH 44113",False,,,https://www.apartments.com/1777-w-31st-pl-cleveland-oh-unit-up/h5lglc0/
8211 Beacon Pl,,216-307-2307,"8211 Beacon Pl, Cleveland, OH 44103",False,,,https://www.apartments.com/8211-beacon-pl-cleveland-oh/0dw5ge0/
8227 Beacon Pl,,844-214-5909,"8227 Beacon Pl, Cleveland, OH 44103",False,,,https://www.apartments.com/8227-beacon-pl-cleveland-oh/s44b9j6/
1932 W 44th St Unit 2,,216-600-8792,"1932 W 44th St, Cleveland, OH 44113",False,,,https://www.apartments.com/1932-w-44th-st-cleveland-oh-unit-2/f65s5cr/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
1341 W 65th St Unit Up,,216-359-3573,"1341 W 65th St, Cleveland, OH 44102",False,,,https://www.apartments.com/1341-w-65th-st-cleveland-oh-unit-up/xbedfbn/
1343 W 65th St Unit TOP,,216-395-4803,"1343 W 65th St, Cleveland, OH 44102",False,,,https://www.apartments.com/1343-w-65th-st-cleveland-oh-unit-top/kcwy1k9/
3439 Regent Rd Unit 1,,216-273-1419,"3439 Regent Rd, Cleveland, OH 44127",False,,,https://www.apartments.com/3439-regent-rd-cleveland-oh-unit-1/nmpxx1m/
6809 Detroit Ave Unit 2,,216-762-0940,"6809 Detroit Ave, Cleveland, OH 44102",True,,,https://www.apartments.com/6809-detroit-ave-cleveland-oh-unit-2/g2yjghw/
1476 E 105th St Unit Multy,,216-359-3582,"1476 E 105th St, Cleveland, OH 44106",True,,,https://www.apartments.com/1476-e-105th-st-cleveland-oh-unit-multy/levzwxf/
809 E 88th St,,216-342-2028,"809 E 88th St, Cleveland, OH 44108",False,,,https://www.apartments.com/809-e-88th-st-cleveland-oh/tef8f48/
3307 W 46th St Unit #4,,440-925-4191,"3307 W 46th St, Cleveland, OH 44102",False,,,https://www.apartments.com/3307-w-46th-st-cleveland-oh-unit-4/s7tsyn4/
3307 W 46th St Unit #1,,440-510-3928,"3307 W 46th St, Cleveland, OH 44102",False,,,https://www.apartments.com/3307-w-46th-st-cleveland-oh-unit-1/j0mwhl4/
11483 Hessler Rd Unit Apts.,,216-285-9289,"11483 Hessler Rd, Cleveland, OH 44106",False,,,https://www.apartments.com/11483-hessler-rd-cleveland-oh-unit-apts/kevjllc/
11483 Hessler Rd Unit 6,,216-245-1282,"11483 Hessler Rd, Cleveland, OH 44106",False,,,https://www.apartments.com/11483-hessler-rd-cleveland-oh-unit-6/lyf4v1g/
4304 Beta Ave Unit 2,,,"4304 Beta Ave, Newburgh Heights, OH 44105",False,,,https://www.apartments.com/4304-beta-ave-newburgh-heights-oh-unit-2/w961hxh/
4502 McGregor Ave Unit Up,,216-302-1675,"4502 McGregor Ave, Newburgh Heights, OH 44105",False,,,https://www.apartments.com/4502-mcgregor-ave-newburgh-heights-oh-unit-up/nmeqnep/
3778 W 33rd St Unit 17,,,"3778 W 33rd St, Cleveland, OH 44109",False,,,https://www.apartments.com/3778-w-33rd-st-cleveland-oh-unit-17/gtws81y/
2219 Murray Hill Rd Unit 3,,216-307-2285,"2219 Murray Hill Rd, Cleveland, OH 44106",False,,,https://www.apartments.com/2219-murray-hill-rd-cleveland-oh-unit-3/873lbx3/
2219 Murray Hill Rd Unit 2,,216-307-2232,"2219 Murray Hill Rd, Cleveland, OH 44106",False,,,https://www.apartments.com/2219-murray-hill-rd-cleveland-oh-unit-2/fmrm0ss/
1573 E 118th St,,216-356-4113,"1573 E 118th St, Cleveland, OH 44106",False,,,https://www.apartments.com/1573-e-118th-st-cleveland-oh/d4zvcfh/
4215 Archwood Ave Unit 2,,216-307-2786,"4215 Archwood Ave, Cleveland, OH 44109",False,,,https://www.apartments.com/4215-archwood-ave-cleveland-oh-unit-2/khwzxhb/
10712 Elgin Ave,,216-359-7735,"10712 Elgin Ave, Cleveland, OH 44108",False,,,https://www.apartments.com/10712-elgin-ave-cleveland-oh/p56543s/
3589 W 50th St Unit 2,,216-307-3133,"3589 W 50th St, Cleveland, OH 44102",False,,,https://www.apartments.com/3589-w-50th-st-cleveland-oh-unit-2/vy64tge/
1894 E 123rd St Unit 9,,216-206-7180,"1894 E 123rd St, Cleveland, OH 44106",False,,,https://www.apartments.com/1894-e-123rd-st-cleveland-oh-unit-9/70jzvfx/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
11850 Edgewater Dr Unit 407,,216-763-3053,"11850 Edgewater Dr, Cleveland, OH 44107",False,,,https://www.apartments.com/11850-edgewater-dr-cleveland-oh-unit-407/tfhqcb8/
4102 Valley Rd Unit 206,,216-455-5823,"4102 Valley Rd, Cleveland, OH 44109",False,,,https://www.apartments.com/4102-valley-rd-cleveland-oh-unit-206/n0t5snn/
4102 Valley Rd Unit 206a,,216-455-5833,"4102 Valley Rd, Cleveland, OH 44109",False,,,https://www.apartments.com/4102-valley-rd-cleveland-oh-unit-206a/tkhh37b/
4197 W 20th St Unit 1,,216-400-8694,"4197 W 20th St, Cleveland, OH 44109",False,,,https://www.apartments.com/4197-w-20th-st-cleveland-oh-unit-1/de7582l/
4197 W 20th St Unit 1,,216-455-5826,"4197 W 20th St, Cleveland, OH 44109",False,,,https://www.apartments.com/4197-w-20th-st-cleveland-oh-unit-1/mcwxfrj/
1220 W 104th St Unit 202,,440-306-5943,"1220 W 104th St, Cleveland, OH 44102",False,,,https://www.apartments.com/1220-w-104th-st-cleveland-oh-unit-202/zwhckvw/
1220 W 104th St Unit 103,,844-881-3630,"1220 W 104th St, Cleveland, OH 44102",False,,,https://www.apartments.com/1220-w-104th-st-cleveland-oh-unit-103/ze0q67y/
9818 Elizabeth Ave,,347-507-4604,"9818 Elizabeth Ave, Cleveland, OH 44105",False,,,https://www.apartments.com/9818-elizabeth-ave-cleveland-oh/q5c6nwy/
2622 Hampshire Rd Unit 1,,440-306-5884,"2622 Hampshire Rd, Cleveland Heights, OH 44106",False,,,https://www.apartments.com/2622-hampshire-rd-cleveland-heights-oh-unit-1/4femqpl/
2784 Euclid Heights Blvd Unit 8,,585-308-5012,"2784 Euclid Heights Blvd, Cleveland, OH 44106",False,,,https://www.apartments.com/2784-euclid-heights-blvd-cleveland-oh-unit-8/slq5dk5/
11720 Edgewater Dr Unit 803,,,"11720 Edgewater Dr, Lakewood, OH 44107",False,,,https://www.apartments.com/11720-edgewater-dr-lakewood-oh-unit-803/bp3ecjc/
3174 E 137th St,,216-762-0956,"3174 E 137th St, Cleveland, OH 44120",False,,,https://www.apartments.com/3174-e-137th-st-cleveland-oh/56c4xvp/
3206 Prospect Ave E Unit 003,,216-245-1061,"3206 Prospect Ave E, Cleveland, OH 44115",False,,,https://www.apartments.com/3206-prospect-ave-e-cleveland-oh-unit-003/0nsbn20/
Milton Manor Apts.,,,"2344 Prospect Ave, Cleveland, OH 44115",False,1900,79,https://www.apartments.com/milton-manor-apts-cleveland-oh/lhh35sf/
1900 Superior Ave,,,"1900 Superior Ave, Cleveland, OH 44114",False,1900,79,https://www.apartments.com/1900-superior-ave-cleveland-oh/02trg43/
University Commons Apartments,,,"1900 E 30th St, Cleveland, OH 44114",False,1945,97,https://www.apartments.com/university-commons-apartments-cleveland-oh/hlnt3f2/
The Milton Townhomes,,,"1421 E 15th St, Cleveland, OH 44114",True,2017,16,https://www.apartments.com/the-milton-townhomes-cleveland-oh/zz1pscz/
The Seasons at Perk Park,,,"1120 Chester Ave, Cleveland, OH 44114",False,1923,33,https://www.apartments.com/the-seasons-at-perk-park-cleveland-oh/gmmld1x/
Frederick Building,,,"2057-2063 E 4th St, Cleveland, OH 44115",False,1890,38,https://www.apartments.com/frederick-building-cleveland-oh/5n4rpjm/
Historic Buckeye Building,,,"323 Prospect Ave E, Cleveland, OH 44115",False,1905,36,https://www.apartments.com/historic-buckeye-building-cleveland-oh/x16ef3q/
The Lofts at Southworth,,,"2013-2015 Ontario St, Cleveland, OH 44115",False,2016,18,https://www.apartments.com/the-lofts-at-southworth-cleveland-oh/ydem9br/
Harbor Verandas,,,"1050 E 9th St, Cleveland, OH 44101",True,2018,,https://www.apartments.com/harbor-verandas-cleveland-oh/m4mewsh/
"1 br, 1 bath Apartment - 408 W St Clair Ave",,,"408 West Saint Clair Avenue, Cleveland, OH 44113",False,2018,,https://www.apartments.com/1-br-1-bath-apartment-408-w-st-clair-ave-cleveland-oh/1yllbf6/
1260 W 4th St Unit #403,,,"1260 W 4th St, Cleveland, OH 44113",False,2018,,https://www.apartments.com/1260-w-4th-st-cleveland-oh-unit-403/dvr3vjl/
Perry Payne Apartments,,,"740 W Superior Ave, Cleveland, OH 44113",False,1912,93,https://www.apartments.com/perry-payne-apartments-cleveland-oh/rwg2h11/
"2 br, 2.5 bath - 701 W Lakeside Ave",,,"701 W Lakeside Ave, Cleveland, OH 44113",False,,,https://www.apartments.com/2-br-25-bath-701-w-lakeside-ave-cleveland-oh/cpcxlmd/
1619 East 49th Street,,,"1619 E 49th St, Cleveland, OH 44103",False,,,https://www.apartments.com/1619-east-49th-street-cleveland-oh/ndmcgyq/
"1 br, 1 bath - 1444 W 10th St",,,"1444 W 10th St, Cleveland, OH 44113",False,,,https://www.apartments.com/1-br-1-bath-1444-w-10th-st-cleveland-oh/tvypy69/
Body Block Arcade Apartments,,,"1692 E 55th St, Cleveland, OH 44103",False,1906,40,https://www.apartments.com/body-block-arcade-apartments-cleveland-oh/r1lt361/
1692 E 55th St,,,"1692 E 55th St, Cleveland, OH 44103",False,1906,40,https://www.apartments.com/1692-e-55th-st-cleveland-oh/zs57f7z/
1692 E 55th St,,,"1692 E 55th St, Cleveland, OH 44103",False,1906,40,https://www.apartments.com/1692-e-55th-st-cleveland-oh/dcv5vhj/
