Option Name,Developer,Contact,Address,Wi-Fi,Year Built,Units,URL
The Gateway at Summerset,Pennrose Management Company,844-228-9323,"1876 Parkview Blvd, Pittsburgh, PA 15217",False,2013,130,https://www.apartments.com/the-gateway-at-summerset-pittsburgh-pa/dhw10rh/
The Pennsylvanian,Greystar,866-350-8444,"1100 Liberty Ave, Pittsburgh, PA 15222",False,1906,241,https://www.apartments.com/the-pennsylvanian-pittsburgh-pa/xtp479p/
Heinz Lofts,"Alterra Property Group, LLC (“Alterra”)",412-847-5081,"300 Heinz St, Pittsburgh, PA 15212",True,2005,268,https://www.apartments.com/heinz-lofts-pittsburgh-pa/m0k293k/
950 NORTHSHORE,Amore Management Company,844-709-6853,"950 Progress St, Pittsburgh, PA 15212",False,2017,152,https://www.apartments.com/950-northshore-pittsburgh-pa/h7865f1/
The Residences at the Historic Alcoa Building,PMC Property Group,412-620-6372,"611 William Penn Pl, Pittsburgh, PA 15219",False,2015,241,https://www.apartments.com/the-residences-at-the-historic-alcoa-building-pittsburgh-pa/be0c4j8/
Parklane Apartments,Village Green,844-617-0572,"5700 Bunkerhill St, Pittsburgh, PA 15206",False,1962,164,https://www.apartments.com/parklane-apartments-pittsburgh-pa/k8k522c/
Kaufmann's Grand on Fifth Avenue,Core Realty,844-459-8552,"400 5th Ave, Pittsburgh, PA 15219",True,2019,311,https://www.apartments.com/kaufmanns-grand-on-fifth-avenue-pittsburgh-pa/db3d2xh/
The Clark Building,PMC Property Group,412-223-9839,"717 Liberty Ave, Pittsburgh, PA 15222",False,2014,228,https://www.apartments.com/the-clark-building-pittsburgh-pa/r2yslm2/
Glasshouse Pittsburgh,The Bozzuto Group,844-765-8036,"160 E Station Square Dr, Pittsburgh, PA 15219",False,2019,319,https://www.apartments.com/glasshouse-pittsburgh-pittsburgh-pa/mbet9fh/
Park View Apartments,Faros Properties,844-743-7158,"10 Allegheny Ctr, Pittsburgh, PA 15212",True,1970,809,https://www.apartments.com/park-view-apartments-pittsburgh-pa/8blhq53/
Bryn Mawr,McKinney Properties,888-863-7811,"100 Bryn Mawr Ct, Pittsburgh, PA 15221",False,1970,193,https://www.apartments.com/bryn-mawr-pittsburgh-pa/4zpghnk/
Shaler Highlands Apartments,Crown Real Estate & Management,844-568-9465,"629 Glen Malcolm Dr, Glenshaw, PA 15116",False,1970,286,https://www.apartments.com/shaler-highlands-apartments-glenshaw-pa/f6bxl2r/
One on Centre,Greystar,412-533-2310,"4500 Centre Ave, Pittsburgh, PA 15213",True,2018,329,https://www.apartments.com/one-on-centre-pittsburgh-pa/p2phsns/
Schenley Apartments,PMC Property Group,412-307-7720,"4101 Bigelow Blvd, Pittsburgh, PA 15213",True,2017,180,https://www.apartments.com/schenley-apartments-pittsburgh-pa/h2wzm10/
The Bridge on Forbes,"Cardinal Group Management, LLC",412-626-5318,"3423 Forbes Ave, Pittsburgh, PA 15213",False,2018,197,https://www.apartments.com/the-bridge-on-forbes-pittsburgh-pa/hxjw172/
Portal Place,Molnar & Associates,844-280-5364,"2633 Fifth Ave, Pittsburgh, PA 15213",True,2012,47,https://www.apartments.com/portal-place-pittsburgh-pa/knvj3wb/
The Flats at SouthSide Works,Soffer Organization,412-567-6659,"2603-2655 E Carson St, Pittsburgh, PA 15203",False,2004,83,https://www.apartments.com/the-flats-at-southside-works-pittsburgh-pa/099wh00/
Bakery Living Orange,Walnut Capital,844-814-2588,"6350 Penn Ave, Pittsburgh, PA 15206",False,2014,174,https://www.apartments.com/bakery-living-orange-pittsburgh-pa/3qd9wgf/
Fifth Avenue School Lofts,Steiner Realty,844-202-0680,"1800 Fifth Ave, Pittsburgh, PA 15219",False,1894,65,https://www.apartments.com/fifth-avenue-school-lofts-pittsburgh-pa/0jb5cg0/
The Yards at 3 Crossings,Oxford Development Company,844-750-1008,"2645 Railroad St, Pittsburgh, PA 15222",True,2016,300,https://www.apartments.com/the-yards-at-3-crossings-pittsburgh-pa/qeqhmgz/
Lot 24 Apartments,"GMH Associates, Inc.",412-567-4141,"2404 Railroad St, Pittsburgh, PA 15222",True,2012,96,https://www.apartments.com/lot-24-apartments-pittsburgh-pa/gd6mkey/
The Foundry at 41st,Walnut Capital,412-437-2173,"4107 Willow St, Pittsburgh, PA 15201",True,2017,182,https://www.apartments.com/the-foundry-at-41st-pittsburgh-pa/3n08zge/
Eighth and Penn,Trek Development Group,412-748-1949,"711-713 Penn Ave, Pittsburgh, PA 15222",False,2019,136,https://www.apartments.com/eighth-and-penn-pittsburgh-pa/bmw0rqb/
Aria Cultural District Lofts,Aria Cultural District Lofts,844-723-3301,"121 7th St, Pittsburgh, PA 15222",True,2014,40,https://www.apartments.com/aria-cultural-district-lofts-pittsburgh-pa/lrkw6fe/
Century Building,Trek Development Group,844-586-2302,"130 7th St, Pittsburgh, PA 15222",False,2009,60,https://www.apartments.com/century-building-pittsburgh-pa/4kyz3ej/
The Encore on 7th Apartments,Lincoln Property Company,888-843-1690,"100 7th St, Pittsburgh, PA 15222",False,2006,155,https://www.apartments.com/the-encore-on-7th-apartments-pittsburgh-pa/emw3glm/
Market Square Place,Millcraft Investments,844-885-7665,"211 Forbes Ave, Pittsburgh, PA 15222",True,2009,46,https://www.apartments.com/market-square-place-pittsburgh-pa/kzem0mc/
201 Stanwix Street Apartments,PMC Property Group,844-222-1998,"201 Stanwix St, Pittsburgh, PA 15222",False,2012,158,https://www.apartments.com/201-stanwix-street-apartments-pittsburgh-pa/jxvf755/
River Vue,Millcraft Investments,412-345-8286,"300 Liberty Ave, Pittsburgh, PA 15222",False,2012,218,https://www.apartments.com/river-vue-pittsburgh-pa/6ee0v3r/
Fairfax Apartments,Beacon Communities LLC,844-361-5671,"4614 5th Ave, Pittsburgh, PA 15213",False,1929,233,https://www.apartments.com/fairfax-apartments-pittsburgh-pa/ydfmv1s/
Webster Hall,Beacon Communities LLC,844-866-8124,"101 N Dithridge St, Pittsburgh, PA 15213",False,1924,172,https://www.apartments.com/webster-hall-pittsburgh-pa/bd2hm3b/
North Windsor Apartments,Union Real Estate Company,844-239-0381,"234 Melwood Ave, Pittsburgh, PA 15213",False,,14,https://www.apartments.com/north-windsor-apartments-pittsburgh-pa/bpy9zy8/
Devon Towers,"NDC Real Estate, LLC",844-248-8214,"4920 CENTRE Ave, Pittsburgh, PA 15213",False,1956,36,https://www.apartments.com/devon-towers-pittsburgh-pa/r9y0cp1/
Amberson Gardens,Meyer's Management,844-783-3361,"1-4 Bayard Rd, Pittsburgh, PA 15213",False,1969,233,https://www.apartments.com/amberson-gardens-pittsburgh-pa/w2vgfbj/
Ambassador Apartments,Union Real Estate Company,844-480-0227,"4733 Centre Ave, Pittsburgh, PA 15213",False,,69,https://www.apartments.com/ambassador-apartments-pittsburgh-pa/ve0f53d/
Shadyside Commons,Reinhold Residential,412-208-4328,"401 Amberson Ave, Pittsburgh, PA 15232",False,1903,148,https://www.apartments.com/shadyside-commons-pittsburgh-pa/f0n2tvs/
The Royal Plaza Rockwel Realty Leasing,Rockwel Realty,844-219-2318,"5506 5th Ave, Pittsburgh, PA 15232",True,,40,https://www.apartments.com/the-royal-plaza-rockwel-realty-leasing-pittsburgh-pa/3s5lycg/
NORMANDY,Steiner Realty,844-893-0558,"5530 5th Ave, Pittsburgh, PA 15232",False,,22,https://www.apartments.com/normandy-pittsburgh-pa/0wmbfg3/
Arlington,Mozart Management,844-482-7905,"515 S Aiken Ave, Pittsburgh, PA 15232",False,1920,160,https://www.apartments.com/arlington-pittsburgh-pa/pr2nf1t/
Morrow Park City Apartments,Village Green,412-275-0806,"5250 Liberty Ave, Pittsburgh, PA 15224",False,2015,213,https://www.apartments.com/morrow-park-city-apartments-pittsburgh-pa/xpg1ngq/
Coda on Centre,Oxford Development Company,844-845-4811,"5765 Centre Ave, Pittsburgh, PA 15206",False,2018,175,https://www.apartments.com/coda-on-centre-pittsburgh-pa/y9dvdqv/
Wendover,Mozart Management,412-357-4925,"5562 Hobart St, Pittsburgh, PA 15217",False,1928,118,https://www.apartments.com/wendover-pittsburgh-pa/l55ygwf/
1460 Shady Ave,Steiner Realty,844-842-2418,"1460 Shady Ave, Pittsburgh, PA 15217",False,,,https://www.apartments.com/1460-shady-ave-pittsburgh-pa/eh09nxn/
Highland Plaza,Beacon Communities LLC,844-661-9858,"301 S Highland Ave, Pittsburgh, PA 15206",False,1987,46,https://www.apartments.com/highland-plaza-pittsburgh-pa/8nr7t31/
The Rockwel - Rockwel Realty Leasing,Rockwel Realty,844-845-8849,"430 Shady Ave, Pittsburgh, PA 15206",False,,20,https://www.apartments.com/the-rockwel-rockwel-realty-leasing-pittsburgh-pa/8bj3yk3/
Walnut on Highland,Walnut Capital,412-308-5384,"121 S Highland Ave, Pittsburgh, PA 15206",False,2013,213,https://www.apartments.com/walnut-on-highland-pittsburgh-pa/nrrw3wp/
Morrowfield,Mozart Management,844-404-5887,"2715 Murray Ave, Pittsburgh, PA 15217",False,1920,156,https://www.apartments.com/morrowfield-pittsburgh-pa/34lt28g/
Hot Metal Flats,Walnut Capital,412-419-1366,"2915 Sidney St, Pittsburgh, PA 15203",False,2015,117,https://www.apartments.com/hot-metal-flats-pittsburgh-pa/bgv9178/
The Brix at 26,Village Green,412-275-0805,"75 S 26th St, Pittsburgh, PA 15203",False,2013,87,https://www.apartments.com/the-brix-at-26-pittsburgh-pa/6zm86wt/
Print Shop Lofts,"412Living, LLC",412-532-1006,"3010 Jane St, Pittsburgh, PA 15203",True,2012,39,https://www.apartments.com/print-shop-lofts-pittsburgh-pa/56bvlsp/
Davison Square,Amore Management Company,844-857-0233,"265 46th St, Pittsburgh, PA 15201",False,1986,96,https://www.apartments.com/davison-square-pittsburgh-pa/rqd9zm0/
Catalyst Lofts,"JRA Development Group, Inc.",844-814-6608,"141 41st St, Pittsburgh, PA 15201",True,2013,20,https://www.apartments.com/catalyst-lofts-pittsburgh-pa/0v7q7s3/
Crawford Square Apartments,McCormack Baron Salazar,412-567-5423,"510 Protectory Pl, Pittsburgh, PA 15219",False,1993,347,https://www.apartments.com/crawford-square-apartments-pittsburgh-pa/q5w7s4y/
Highland Park Club Apartments,Highland Park Club Apartments,412-436-5519,"1001 N Negley Ave, Pittsburgh, PA 15206",False,1948,217,https://www.apartments.com/highland-park-club-apartments-pittsburgh-pa/qpr93dw/
Morgan at North Shore,KFF Asset Management Group LLC,888-353-5443,"100 Anderson St, Pittsburgh, PA 15212",False,1997,232,https://www.apartments.com/morgan-at-north-shore-pittsburgh-pa/5bgqxtq/
1st Ave Lofts,Millcraft Investments,484-801-0113,"422-440 1st Ave, Pittsburgh, PA 15219",True,2017,35,https://www.apartments.com/1st-ave-lofts-pittsburgh-pa/jchhzf4/
The Waterfront,Berkshire,412-368-9408,"611 E Waterfront Dr, Munhall, PA 15120",False,2003,235,https://www.apartments.com/the-waterfront-munhall-pa/8gvtzh1/
Whitney Hall Apartments,Reginella Corporation,412-368-6814,"418 Whitney Ave, Pittsburgh, PA 15221",False,2016,18,https://www.apartments.com/whitney-hall-apartments-pittsburgh-pa/z8tg6ww/
Pennwood Square,Amore Management Company,866-352-4666,"601-A Hay St, Pittsburgh, PA 15221",False,1977,90,https://www.apartments.com/pennwood-square-pittsburgh-pa/elx2tzq/
Mountvue Apartments,Mountvue Corporation,844-681-2898,"5 Grandview Ave, Pittsburgh, PA 15211",False,,55,https://www.apartments.com/mountvue-apartments-pittsburgh-pa/8vgwqd2/
The Bradberry,Trek Development Group,724-918-4500,"1112 Reddour St, Pittsburgh, PA 15212",False,1905,16,https://www.apartments.com/the-bradberry-pittsburgh-pa/7bw4c9z/
The Forest Apartments,"Brandywine Agency, Inc.",412-345-8290,"801 Smokey Wood Dr, Pittsburgh, PA 15218",False,1982,198,https://www.apartments.com/the-forest-apartments-pittsburgh-pa/vc35qxg/
Grandview Pointe Apartments,McKinney Properties,877-340-0934,"1411 Grandview Ave, Pittsburgh, PA 15211",False,1965,92,https://www.apartments.com/grandview-pointe-apartments-pittsburgh-pa/5k0yx4p/
Churchview Gardens,Westgate Management Company,844-629-5759,"3783 Churchview Avenue Ext, Pittsburgh, PA 15236",False,1972,143,https://www.apartments.com/churchview-gardens-pittsburgh-pa/cwd27pd/
River Oaks Community,West Real Estate,412-626-5791,"1 Oakhurst Cir, Pittsburgh, PA 15215",False,1968,111,https://www.apartments.com/river-oaks-community-pittsburgh-pa/wyqj97h/
Beacon Hill,Amore Management Company,844-841-9211,"7237 Beacon Hill Dr, Pittsburgh, PA 15221",False,1982,97,https://www.apartments.com/beacon-hill-pittsburgh-pa/ht1nbx3/
Douglas Plaza,Westgate Management Company,844-592-0991,"2405-2407 Laketon Rd, Pittsburgh, PA 15221",False,,248,https://www.apartments.com/douglas-plaza-pittsburgh-pa/9sdcyc6/
The Docks,Berkshire,844-278-3009,"501 Riverfront Dr, Pittsburgh, PA 15238",False,2003,246,https://www.apartments.com/the-docks-pittsburgh-pa/wjt971j/
LUNA Lofts,"We Do Property Management, Inc",412-837-3393,"410-416 N Craig St, Pittsburgh, PA 15213",True,,14,https://www.apartments.com/luna-lofts-pittsburgh-pa/f3hl5hs/
Claybourne Apartments,McQuarters Realty Company,412-924-8013,"5435 Claybourne St, Pittsburgh, PA 15232",False,,54,https://www.apartments.com/claybourne-apartments-pittsburgh-pa/edpzvdn/
Essex House Apartments,McQuarters Realty Company,844-632-4615,"5701 Centre Ave, Pittsburgh, PA 15206",False,1960,168,https://www.apartments.com/essex-house-apartments-pittsburgh-pa/jlg7se5/
Hobart/Wightman Apartments,Meyer's Management,844-570-0654,"2041-2043 Wightman St, Pittsburgh, PA 15217",False,,12,https://www.apartments.com/hobart-wightman-apartments-pittsburgh-pa/7fjrw7y/
Velma Court,McQuarters Realty Company,844-203-8541,"772 Greenfield Ave, Pittsburgh, PA 15217",False,1960,46,https://www.apartments.com/velma-court-pittsburgh-pa/rmx1hj1/
Greenhill Apartments,McQuarters Realty Company,412-924-8024,"4221 Winterburn Ave, Pittsburgh, PA 15207",False,,55,https://www.apartments.com/greenhill-apartments-pittsburgh-pa/k7plz38/
Negley Gardens Apartments,Colebrook Management Inc,844-417-9457,"400 N Negley Ave, Pittsburgh, PA 15206",False,,35,https://www.apartments.com/negley-gardens-apartments-pittsburgh-pa/w70z6rl/
The Reserve at Summerset at Frick Park,McQuarters Realty Company,844-564-8456,"1435 Parkview Blvd, Pittsburgh, PA 15217",False,2003,40,https://www.apartments.com/the-reserve-at-summerset-at-frick-park-pittsburgh-pa/wm9hrck/
930 Penn Ave,The Rubinoff Company,844-855-0753,"930 Penn Ave, Pittsburgh, PA 15222",False,2007,20,https://www.apartments.com/930-penn-ave-pittsburgh-pa/b91lvx8/
Frick Park Village,"Brandywine Agency, Inc.",844-304-1864,"208 Rebecca Ave, Pittsburgh, PA 15221",False,,70,https://www.apartments.com/frick-park-village-pittsburgh-pa/ldrlfyf/
May Building Apartments,"NDC Real Estate, LLC",844-898-8064,"529 Liberty Ave, Pittsburgh, PA 15222",False,1940,88,https://www.apartments.com/may-building-apartments-pittsburgh-pa/knhfyfc/
Ambassador Apartments,Park Run Management,844-218-9867,"1601 Penn Ave, Pittsburgh, PA 15221",False,1967,171,https://www.apartments.com/ambassador-apartments-pittsburgh-pa/w9kbbch/
Brittany Apartments,McKinney Properties,800-821-6149,"1717 Penn Ave, Pittsburgh, PA 15221",False,1973,118,https://www.apartments.com/brittany-apartments-pittsburgh-pa/sng0556/
Southcrest Heights,Colebrook Management Inc,844-213-4502,"631 Southcrest Dr, Pittsburgh, PA 15226",False,1940,111,https://www.apartments.com/southcrest-heights-pittsburgh-pa/rtlzex2/
144 N Dithridge St Unit 516,,724-801-3500,"144 N Dithridge St, Pittsburgh, PA 15213",False,1940,111,https://www.apartments.com/144-n-dithridge-st-pittsburgh-pa-unit-516/e39bhrq/
50 Boundary St,,,"50 Boundary St, Pittsburgh, PA 15213",False,1940,111,https://www.apartments.com/50-boundary-st-pittsburgh-pa/k07398c/
315 N Neville St Unit 2,,412-430-9498,"315 N Neville St, Pittsburgh, PA 15213",False,1940,111,https://www.apartments.com/315-n-neville-st-pittsburgh-pa-unit-2/7rpkcdz/
,,,,,,,
,,,,,,,
10 Cable Pl,,412-727-8501,"10 Cable Pl, Pittsburgh, PA 15213",True,,,https://www.apartments.com/10-cable-pl-pittsburgh-pa/00qgqv2/
10 Cable Pl,,412-557-7591,"10 Cable Pl, Pittsburgh, PA 15213",False,,,https://www.apartments.com/10-cable-pl-pittsburgh-pa/dkr2glh/
3604 Dawson St Unit 5,,724-243-2360,"3604 Dawson St, Pittsburgh, PA 15213",False,,,https://www.apartments.com/3604-dawson-st-pittsburgh-pa-unit-5/f58evkr/
344 Melwood Ave Unit 2,,412-219-6020,"344 Melwood Ave, Pittsburgh, PA 15213",False,,,https://www.apartments.com/344-melwood-ave-pittsburgh-pa-unit-2/0c2hzx2/
340 N Craig St Unit 3,,724-242-7944,"340 N Craig St, Pittsburgh, PA 15213",False,,,https://www.apartments.com/340-n-craig-st-pittsburgh-pa-unit-3/g7vg3vy/
376 Meyran Ave Unit 2,,412-502-5074,"376 Meyran Ave, Pittsburgh, PA 15213",False,,,https://www.apartments.com/376-meyran-ave-pittsburgh-pa-unit-2/2hpy559/
749 S Millvale Ave Unit 4,,412-218-2031,"749 S Millvale Ave, Pittsburgh, PA 15213",False,,,https://www.apartments.com/749-s-millvale-ave-pittsburgh-pa-unit-4/wp7zvpj/
749 S Millvale Ave Unit 5,,844-894-7753,"749 S Millvale Ave, Pittsburgh, PA 15213",False,,,https://www.apartments.com/749-s-millvale-ave-pittsburgh-pa-unit-5/t61lvd8/
749 S Millvale Ave Unit 3,,412-255-9570,"749 S Millvale Ave, Pittsburgh, PA 15213",False,,,https://www.apartments.com/749-s-millvale-ave-pittsburgh-pa-unit-3/qhj70sx/
745 S Millvale Ave Unit 1,,412-394-8981,"745 S Millvale Ave, Pittsburgh, PA 15213",False,,,https://www.apartments.com/745-s-millvale-ave-pittsburgh-pa-unit-1/gpt2ykw/
3444 Ward St Unit 6,,412-218-2321,"3444 Ward St, Pittsburgh, PA 15213",False,,,https://www.apartments.com/3444-ward-st-pittsburgh-pa-unit-6/p828fkr/
730 Broughton St,,855-243-3264,"730 Broughton St, Pittsburgh, PA 15213",False,,,https://www.apartments.com/730-broughton-st-pittsburgh-pa/bl3vp1c/
545 S Aiken Ave Unit NA,,844-898-7072,"545 S Aiken Ave, Pittsburgh, PA 15232",False,,,https://www.apartments.com/545-s-aiken-ave-pittsburgh-pa-unit-na/7x6jbyx/
716 Filbert St Unit 2,,724-330-4161,"716 Filbert St, Pittsburgh, PA 15232",False,,,https://www.apartments.com/716-filbert-st-pittsburgh-pa-unit-2/6rjbppr/
3425 Ward St Unit 2,,412-626-5371,"3425 Ward St, Pittsburgh, PA 15213",False,,,https://www.apartments.com/3425-ward-st-pittsburgh-pa-unit-2/5dqewep/
5523 Ellsworth Ave Unit 3C,,,"5523 Ellsworth Ave, Pittsburgh, PA 15232",False,,,https://www.apartments.com/5523-ellsworth-ave-pittsburgh-pa-unit-3c/we131xl/
35 Enfield St Unit 1,,412-536-7154,"35 Enfield St, Pittsburgh, PA 15213",False,,,https://www.apartments.com/35-enfield-st-pittsburgh-pa-unit-1/g88vekw/
35 Enfield St,,724-330-4210,"35 Enfield St, Pittsburgh, PA 15213",False,,,https://www.apartments.com/35-enfield-st-pittsburgh-pa/qvqk4fz/
704 Enfield St,,412-329-4856,"704 Enfield St, Pittsburgh, PA 15213",False,,,https://www.apartments.com/704-enfield-st-pittsburgh-pa/f4b0txt/
6 Enfield St Unit 2,,412-329-6778,"6 Enfield St, Pittsburgh, PA 15213",False,,,https://www.apartments.com/6-enfield-st-pittsburgh-pa-unit-2/h1w3qf3/
6 Enfield St Unit 1,,412-200-7421,"6 Enfield St, Pittsburgh, PA 15213",False,,,https://www.apartments.com/6-enfield-st-pittsburgh-pa-unit-1/esn56rn/
3611 Boulevard of the Allies,,412-301-3508,"3611 Boulevard of the Allies, Pittsburgh, PA 15213",False,,,https://www.apartments.com/3611-boulevard-of-the-allies-pittsburgh-pa/mcpkl6l/
5440 Claybourne St Unit 1,,412-206-5908,"5440 Claybourne St, Pittsburgh, PA 15232",False,,,https://www.apartments.com/5440-claybourne-st-pittsburgh-pa-unit-1/bftt2jc/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
224 S Pacific Ave Unit 1R,,724-269-8956,"224 S Pacific Ave, Pittsburgh, PA 15224",False,,,https://www.apartments.com/224-s-pacific-ave-pittsburgh-pa-unit-1r/3hwje9g/
607 Greenfield Ave Unit #2,,412-346-4487,"607 Greenfield Ave, Pittsburgh, PA 15207",False,,,https://www.apartments.com/607-greenfield-ave-pittsburgh-pa-unit-2/mdttdtj/
607 Greenfield Ave Unit #3,,412-347-6871,"607 Greenfield Ave, Pittsburgh, PA 15207",False,,,https://www.apartments.com/607-greenfield-ave-pittsburgh-pa-unit-3/y5zgn5v/
537 Greenfield Ave Unit 2,,412-219-7282,"537 Greenfield Ave, Pittsburgh, PA 15207",False,,,https://www.apartments.com/537-greenfield-ave-pittsburgh-pa-unit-2/n9x8vhq/
5612 Hempstead Rd Unit 7,,855-682-3269,"5612 Hempstead Rd, Pittsburgh, PA 15217",False,,,https://www.apartments.com/5612-hempstead-rd-pittsburgh-pa-unit-7/qk33h3y/
5612 Hempstead Rd Unit 9,,412-557-7407,"5612 Hempstead Rd, Pittsburgh, PA 15217",False,,,https://www.apartments.com/5612-hempstead-rd-pittsburgh-pa-unit-9/0t75xc3/
5640 Hobart St Unit 10,,412-218-2649,"5640 Hobart St, Pittsburgh, PA 15217",False,,,https://www.apartments.com/5640-hobart-st-pittsburgh-pa-unit-10/ejscq9n/
5620 Hempstead Rd Unit #4,,412-345-3817,"5620 Hempstead Rd, Pittsburgh, PA 15217",False,,,https://www.apartments.com/5620-hempstead-rd-pittsburgh-pa-unit-4/9hbx0n4/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
5824 Phillips Ave Unit 2,,412-436-5720,"5824 Phillips Ave, Pittsburgh, PA 15217",False,,,https://www.apartments.com/5824-phillips-ave-pittsburgh-pa-unit-2/8sgq3y2/
4024 Mintwood St,,724-220-6759,"4024 Mintwood St, Pittsburgh, PA 15224",False,,,https://www.apartments.com/4024-mintwood-st-pittsburgh-pa/hvlxwk2/
4527 Friendship Ave Unit 1,,412-218-1724,"4527 Friendship Ave, Pittsburgh, PA 15224",False,,,https://www.apartments.com/4527-friendship-ave-pittsburgh-pa-unit-1/bt9l9k9/
5832 Phillips Ave Unit 3,,412-436-5703,"5832 Phillips Ave, Pittsburgh, PA 15217",False,,,https://www.apartments.com/5832-phillips-ave-pittsburgh-pa-unit-3/8q6lkd1/
104 N Graham St Unit Room,,412-440-7130,"104 N Graham St, Pittsburgh, PA 15206",False,,,https://www.apartments.com/104-n-graham-st-pittsburgh-pa-unit-room/qznvmjz/
