Option Name,Developer,Contact,Address,Wi-Fi,Year Built,Units,URL
Meadow View Apartments,Oxford Realty Group,732-393-8753,"321 Crowells Rd, Highland Park, NJ 08904",False,,150,https://www.apartments.com/meadow-view-apartments-highland-park-nj/l55cc9d/
Tov Manor,Oxford Realty Group,866-875-3689,"80 Phelps Ave, New Brunswick, NJ 08901",False,1978,288,https://www.apartments.com/tov-manor-new-brunswick-nj/x3w4hdp/
The Gardens at Raritan,"Fieldstone Properties, LLC",866-392-1333,"1 Chester Cir, New Brunswick, NJ 08901",False,1948,527,https://www.apartments.com/the-gardens-at-raritan-new-brunswick-nj/9rn84x6/
Livingston Terrace,Jersey Central Management,844-414-0017,"440 Livingston Ave, New Brunswick, NJ 08901",False,1952,124,https://www.apartments.com/livingston-terrace-new-brunswick-nj/t4hj5bb/
Rivendell at Edison,Atlantic Realty Development Corp.,844-786-8583,"101 Mindy Ln, Edison, NJ 08854",False,1986,464,https://www.apartments.com/rivendell-at-edison-edison-nj/8ndj372/
Rivendell Heights,Atlantic Realty Development Corp.,888-778-0249,"101 Mindy Ln, Edison, NJ 08854",False,2006,153,https://www.apartments.com/rivendell-heights-edison-nj/xzsm5bn/
North Village Apartments,"Vanguard Realty, Inc.",732-770-4918,"911 Village Dr E, North Brunswick, NJ 08902",False,1965,490,https://www.apartments.com/north-village-apartments-north-brunswick-nj/48h0n5k/
Taylor Gardens,JP Management,844-350-9593,"2 Taylor Ave, East Brunswick, NJ 08816",False,1960,364,https://www.apartments.com/taylor-gardens-east-brunswick-nj/snj0jr4/
MillBrook Village,Garden Homes,844-862-0465,"97 Horizon Dr, Edison, NJ 08817",False,1975,557,https://www.apartments.com/millbrook-village-edison-nj/exe4lcp/
Talmadge Village,Garden Homes,888-694-0241,"5 Shetland Ct, Edison, NJ 08817",False,1996,330,https://www.apartments.com/talmadge-village-edison-nj/38f6jvd/
North Brunswick Manor,Atlantic Realty Development Corp.,866-323-1570,"2880 Birchwood Ct, North Brunswick, NJ 08902",False,1980,644,https://www.apartments.com/north-brunswick-manor-north-brunswick-nj/vmb6k5d/
Durham Woods,Garden Homes,877-486-8980,"32-N N Reading Rd, Edison, NJ 08817",False,1984,1000,https://www.apartments.com/durham-woods-edison-nj/44vt89j/
Edison Woods,Atlantic Realty Development Corp.,866-858-7034,"1000 US Highway 1, Edison, NJ 08817",False,,470,https://www.apartments.com/edison-woods-edison-nj/1rt50k4/
Cedar Manor,Garden Homes,732-412-6378,"102 Pierce St, Somerset, NJ 08873",False,2008,98,https://www.apartments.com/cedar-manor-somerset-nj/0361b11/
Hempstead Gardens,Garden Homes,844-491-8771,"7 Hempstead Dr, Somerset, NJ 08873",False,1977,276,https://www.apartments.com/hempstead-gardens-somerset-nj/qlle0ty/
Tanglewood Terrace Apartment Homes,Morgan Properties,844-454-1241,"16 Lenox Ct, Piscataway, NJ 08854",False,1973,214,https://www.apartments.com/tanglewood-terrace-apartment-homes-piscataway-nj/9125w25/
Birchview Gardens,LPZ-Bertram Management,732-412-6798,"163 Birchview Dr, Piscataway, NJ 08854",False,1982,286,https://www.apartments.com/birchview-gardens-piscataway-nj/4jqlegh/
Royal Gardens Apartments,Oxford Realty Group,732-733-4385,"3060 New Brunswick Ave, Piscataway, NJ 08854",False,1968,550,https://www.apartments.com/royal-gardens-apartments-piscataway-nj/n9148kp/
Woodland Manor Apartments,The KRE Group,844-381-0657,"513 Calderone Ct, South Plainfield, NJ 07080",False,1999,157,https://www.apartments.com/woodland-manor-apartments-south-plainfield-nj/9ng0np4/
Countryside Apartments,Oxford Realty Group,866-480-8598,"30 Pasture Trl, Somerset, NJ 08873",False,1997,144,https://www.apartments.com/countryside-apartments-somerset-nj/mphlyxh/
Rivercrest Apartments,Rivercrest Realty Investors,888-856-9134,"280 River Rd, Piscataway, NJ 08854",False,1966,228,https://www.apartments.com/rivercrest-apartments-piscataway-nj/v53m2ef/
Aspen Court Apartment Homes,AION Partners,732-733-4377,"2800 New Brunswick Ave, Piscataway, NJ 08854",False,2012,413,https://www.apartments.com/aspen-court-apartment-homes-piscataway-nj/j4zx6h5/
Homestead Village,Atlantic Realty Development Corp.,866-941-1757,"509 Copperfield Ln, Metuchen, NJ 08840",False,,77,https://www.apartments.com/homestead-village-metuchen-nj/z7kwcxy/
Hadley Woods,Garden Homes,732-658-0439,"113 Dillion Ct, North Brunswick, NJ 08902",False,1998,108,https://www.apartments.com/hadley-woods-north-brunswick-nj/h4ttev0/
Forest Glen Apartments and Townhomes,Oxford Realty Group,732-640-5301,"150 Forest Glen Dr, Highland Park, NJ 08904",False,1976,137,https://www.apartments.com/forest-glen-apartments-and-townhomes-highland-park-nj/e9nwttn/
Cedar Arms,Oxford Realty Group,866-477-3174,"100 Cedar Ln, Highland Park, NJ 08904",False,1971,200,https://www.apartments.com/cedar-arms-highland-park-nj/116cxv5/
Cedar Lane Apartments,Oxford Realty Group,866-476-7942,"100 Cedar Ln, Highland Park, NJ 08904",False,1964,200,https://www.apartments.com/cedar-lane-apartments-highland-park-nj/e8ekffq/
Treetops,Oxford Realty Group,732-917-4060,"250 Treetops Dr, Highland Park, NJ 08904",False,1983,230,https://www.apartments.com/treetops-highland-park-nj/b3ftkg9/
Brookhaven at Franklin,"Fieldstone Properties, LLC",757-644-4426,"29 Hawthorne Dr, Somerset, NJ 08873",False,1948,80,https://www.apartments.com/brookhaven-at-franklin-somerset-nj/95m5q17/
Magnolia Gardens,Oxford Realty Group,866-484-1130,"60 Woodbridge Ave, Highland Park, NJ 08904",False,1960,50,https://www.apartments.com/magnolia-gardens-highland-park-nj/g0m0bsx/
Belmont Gardens,Adler Development,877-393-7350,"15-33 Belmont Ave, Edison, NJ 08817",False,1960,39,https://www.apartments.com/belmont-gardens-edison-nj/x471nkq/
Adams Place,Stonelock Properties,201-268-3248,"1 Adams Pl, New Brunswick, NJ 08901",False,2018,,https://www.apartments.com/adams-place-new-brunswick-nj/3xckqrf/
Easton North Apartments - Special!,Oxford Realty Group,866-487-6142,"1126 Easton Ave, Somerset, NJ 08873",False,1976,212,https://www.apartments.com/easton-north-apartments-special-somerset-nj/q86wxjw/
Oxford Arms,Oxford Realty Group,866-874-7681,"2100 Hana Rd, Edison, NJ 08817",False,1984,350,https://www.apartments.com/oxford-arms-edison-nj/cf1zn1e/
Lincoln Gardens,Real Estate Growth Advisors,844-274-9855,"1940 State Route 27, Edison, NJ 08817",False,1962,52,https://www.apartments.com/lincoln-gardens-edison-nj/d0xtxtj/
North Brunswick Crescent,CIS Management Inc,844-706-4506,"1000 Crescent Ct, North Brunswick, NJ 08902",False,2018,184,https://www.apartments.com/north-brunswick-crescent-north-brunswick-nj/tjsbw89/
Royal Gardens,Salem Management Company,732-659-9840,"85 Tices Ln, East Brunswick, NJ 08816",False,1969,96,https://www.apartments.com/royal-gardens-east-brunswick-nj/lhgdkwf/
Ridgedale Gardens,LPZ-Bertram Management,844-611-4815,"301 N Randolphville Rd, Piscataway, NJ 08854",False,1980,252,https://www.apartments.com/ridgedale-gardens-piscataway-nj/fnpymwv/
152 Easton Ave Unit 1R,,917-580-7657,"152 Easton Ave, New Brunswick, NJ 08901",False,1980,252,https://www.apartments.com/152-easton-ave-new-brunswick-nj-unit-1r/gt3q1fz/
5 River Rd,,844-240-1905,"5 River Rd, Highland Park, NJ 08904",False,1980,252,https://www.apartments.com/5-river-rd-highland-park-nj/xm58z7m/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
42 Clay St Unit 2,,844-204-6078,"42 Clay St, Milltown, NJ 08850",False,,,https://www.apartments.com/42-clay-st-milltown-nj-unit-2/0rfd581/
1564 Axel Ave,,732-201-8089,"1564 Axel Ave, North Brunswick, NJ 08902",False,,,https://www.apartments.com/1564-axel-ave-north-brunswick-township-nj/b0qyce8/
2621 Edward Stec Blvd Unit 2621,,347-599-9854,"2621 Edward Stec Blvd, Edison, NJ 08837",False,,,https://www.apartments.com/2621-edward-stec-blvd-edison-nj-unit-2621/rvcwkx0/
39 John St Unit 2,,732-395-7490,"39 John St, Metuchen, NJ 08840",False,,,https://www.apartments.com/39-john-st-metuchen-nj-unit-2/989wzg5/
908 Edison Glen Terrace Unit 908,,347-274-8240,"908 Edison Glen Terrace, Edison, NJ 08837",False,,,https://www.apartments.com/908-edison-glen-terrace-edison-nj-unit-908/nxbkqcm/
150 Lackland Ave,,862-246-7174,"150 Lackland Ave, Piscataway, NJ 08854",False,,,https://www.apartments.com/150-lackland-ave-piscataway-nj/r5zkbe1/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Park Ridge Manor Apartments,,,"304 S 2nd Ave, Highland Park, NJ 08904",False,1954,33,https://www.apartments.com/park-ridge-manor-apartments-highland-park-nj/bkq610b/
315 Magnolia St,,,"315 Magnolia St, Highland Park, NJ 08904",False,1954,33,https://www.apartments.com/315-magnolia-st-highland-park-nj/hhc5bh0/
53 Hassart St Unit 3,,,"53 Hassart St, New Brunswick, NJ 08901",False,1954,33,https://www.apartments.com/53-hassart-st-new-brunswick-nj-unit-3/x0rsxqn/
Harper House Apartment Homes,,,"120 Harper St, Highland Park, NJ 08904",False,1944,44,https://www.apartments.com/harper-house-apartment-homes-highland-park-nj/khqlmhc/
104 S 4th Ave,,,"104 S 4th Ave, Highland Park, NJ 08904",False,1944,44,https://www.apartments.com/104-s-4th-ave-highland-park-nj/skdrl34/
,,,,,,,
,,,,,,,
Highland Terrace Apartments,,,"513-515 S 1st Ave, Highland Park, NJ 08904",False,1925,28,https://www.apartments.com/highland-terrace-apartments-highland-park-nj/yl2x74s/
40 S 5th Ave,,,"40 S 5th Ave, Highland Park, NJ 08904",False,1925,28,https://www.apartments.com/40-s-5th-ave-highland-park-nj/t6z69w8/
161 Livingston Ave Unit 1,,,"161 Livingston Ave, New Brunswick, NJ 08901",False,1925,28,https://www.apartments.com/161-livingston-ave-new-brunswick-nj-unit-1/twd3t58/
161 Livingston Ave Unit 2,,,"161 Livingston Ave, New Brunswick, NJ 08901",False,1925,28,https://www.apartments.com/161-livingston-ave-new-brunswick-nj-unit-2/bxblvj8/
29 S 5th Ave Unit 2,,,"29 S 5th Ave, Highland Park, NJ 08904",False,1925,28,https://www.apartments.com/29-s-5th-ave-highland-park-nj-unit-2/5me7erq/
430 Magnolia St,,,"430 Magnolia St, Highland Park, NJ 08904",False,1925,28,https://www.apartments.com/430-magnolia-st-highland-park-nj/kybb69c/
Highland House Apartment Homes,,,"2 Woodbridge Ave, Highland Park, NJ 08904",False,1955,46,https://www.apartments.com/highland-house-apartment-homes-highland-park-nj/3r62dfd/
209 S 4th Ave,,,"209 S 4th Ave, Highland Park, NJ 08904",False,1955,46,https://www.apartments.com/209-s-4th-ave-highland-park-nj/9f7kmq7/
507 Hamilton St Unit 1,,,"507 Hamilton St, Franklin Township, NJ 08873",False,1955,46,https://www.apartments.com/507-hamilton-st-franklin-township-nj-unit-1/6ssytpr/
507 Hamilton St Unit 5,,,"507 Hamilton St, Franklin Township, NJ 08873",False,1955,46,https://www.apartments.com/507-hamilton-st-franklin-township-nj-unit-5/g4e4scz/
507 Hamilton St Unit 2,,,"507 Hamilton St, Franklin Township, NJ 08873",False,1955,46,https://www.apartments.com/507-hamilton-st-franklin-township-nj-unit-2/mwfssyk/
510 Hamilton St Unit 202,,,"510 Hamilton St, Franklin Township, NJ 08873",False,1955,46,https://www.apartments.com/510-hamilton-st-franklin-township-nj-unit-202/4twpx7k/
510 Hamilton St Unit 207,,,"510 Hamilton St, Franklin Township, NJ 08873",False,1955,46,https://www.apartments.com/510-hamilton-st-franklin-township-nj-unit-207/wf6jtvj/
510 Hamilton St Unit 201,,,"510 Hamilton St, Franklin Township, NJ 08873",False,1955,46,https://www.apartments.com/510-hamilton-st-franklin-township-nj-unit-201/lz0431g/
513 Hamilton St,,,"513 Hamilton St, Franklin Township, NJ 08873",False,1955,46,https://www.apartments.com/513-hamilton-st-franklin-township-nj/6t7yjhv/
4 S 9th Ave,,,"4 S 9th Ave, Highland Park, NJ 08904",False,1955,46,https://www.apartments.com/4-s-9th-ave-highland-park-nj/qx0e46y/
701 Mia Drive,,,"701 Mia Drive, Highland Park, NJ 08904",False,1955,46,https://www.apartments.com/701-mia-drive-highland-park-nj/18d3c44/
154 George St,,,"154 George St, New Brunswick, NJ 08901",False,1955,46,https://www.apartments.com/154-george-st-new-brunswick-nj/2y7vrz9/
144 Jefferson St,,,"144 Jefferson St, Franklin Township, NJ 08873",False,1955,46,https://www.apartments.com/144-jefferson-st-franklin-township-nj/7xpljcx/
300 Sandford St,,,"300 Sandford St, New Brunswick, NJ 08901",False,1955,46,https://www.apartments.com/300-sandford-st-new-brunswick-nj/y9q614s/
812 Benner St,,,"812 Benner St, Highland Park, NJ 08904",False,1955,46,https://www.apartments.com/812-benner-st-highland-park-nj/q2zftty/
136 Washington Ave,,,"136 Washington Ave, Highland Park, NJ 08904",False,1955,46,https://www.apartments.com/136-washington-ave-highland-park-nj/5g0613q/
1201 Central Ave Unit 2,,,"1201 Central Ave, Highland Park, NJ 08904",False,1955,46,https://www.apartments.com/1201-central-ave-highland-park-nj-unit-2/m0bd4jk/
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Merrieworld Phase II,,,"433 River Rd, Highland Park, NJ 08904",False,2019,82,https://www.apartments.com/merrieworld-phase-ii-highland-park-nj/lqb1bhf/
15 Union St,,,"15 Union St, New Brunswick, NJ 08901",False,2013,18,https://www.apartments.com/15-union-st-new-brunswick-nj/yer1y2t/
104 Hamilton St,,,"104 Hamilton St, New Brunswick, NJ 08901",False,1956,10,https://www.apartments.com/104-hamilton-st-new-brunswick-nj/cc0nx3g/
32 Union St,,,"32 Union St, New Brunswick, NJ 08901",False,2009,34,https://www.apartments.com/32-union-st-new-brunswick-nj/2v3xrv8/
6 Sicard St,,,"6 Sicard St, New Brunswick, NJ 08901",False,2012,23,https://www.apartments.com/6-sicard-st-new-brunswick-nj/kb5gl48/
50 Union St,,,"50 Union St, New Brunswick, NJ 08901",False,,24,https://www.apartments.com/50-union-st-new-brunswick-nj/8ntqfd2/
12 Huntington St,,,"12 Huntington St, New Brunswick, NJ 08901",False,1920,,https://www.apartments.com/12-huntington-st-new-brunswick-nj/cm0mqfd/
75 Easton Ave,,,"75 Easton Ave, New Brunswick, NJ 08901",False,,14,https://www.apartments.com/75-easton-ave-new-brunswick-nj/swycbc4/
101 Easton Ave,,,"101 Easton Ave, New Brunswick, NJ 08901",False,1872,,https://www.apartments.com/101-easton-ave-new-brunswick-nj/nxep83p/
66 Sicard St,,,"66 Sicard St, New Brunswick, NJ 08901",False,2012,34,https://www.apartments.com/66-sicard-st-new-brunswick-nj/r7g68h0/
106 Easton Ave,,,"106 Easton Ave, New Brunswick, NJ 08901",False,1872,11,https://www.apartments.com/106-easton-ave-new-brunswick-nj/g8ny37z/
39 Huntington St,,,"39 Huntington St, New Brunswick, NJ 08901",False,,,https://www.apartments.com/39-huntington-st-new-brunswick-nj/hxe11n0/
65 Mine St,,,"65 Mine St, New Brunswick, NJ 08901",False,,,https://www.apartments.com/65-mine-st-new-brunswick-nj/j3v0x46/
130 Easton,,,"130 Easton St, New Brunswick, NJ 08901",False,2012,30,https://www.apartments.com/130-easton-new-brunswick-nj/pp9kvyv/
42 Lincoln Ave,,,"42 Lincoln Ave, Highland Park, NJ 08904",False,,,https://www.apartments.com/42-lincoln-ave-highland-park-nj/njsnkcq/
Devonshire Arms,,,"2 River Rd, Highland Park, NJ 08904",False,1965,28,https://www.apartments.com/devonshire-arms-highland-park-nj/sz04fg4/
152 Easton Ave,,,"152 Easton Ave, New Brunswick, NJ 08901",False,1900,,https://www.apartments.com/152-easton-ave-new-brunswick-nj/ebpb7cq/
143 Somerset St,,,"143 Somerset St, New Brunswick, NJ 08901",False,,,https://www.apartments.com/143-somerset-st-new-brunswick-nj/3b0ze3g/
60 Huntington St,,,"60 Huntington St, New Brunswick, NJ 08901",False,1920,,https://www.apartments.com/60-huntington-st-new-brunswick-nj/704wdew/
59 Huntington St,,,"59 Huntington St, New Brunswick, NJ 08901",False,1920,,https://www.apartments.com/59-huntington-st-new-brunswick-nj/h74zc22/
31 Lincoln Ave,,,"31 Lincoln Ave, Highland Park, NJ 08904",False,1920,,https://www.apartments.com/31-lincoln-ave-highland-park-nj/117svs5/
8 Central Ave,,,"8 Central Ave, New Brunswick, NJ 08901",False,,,https://www.apartments.com/8-central-ave-new-brunswick-nj/0xz6xx0/
1 Spring St,,,"1 Spring St, New Brunswick, NJ 08901",False,2006,225,https://www.apartments.com/1-spring-st-new-brunswick-nj/rf326b1/
66 Guilden St,,,"66 Guilden St, New Brunswick, NJ 08901",False,1910,,https://www.apartments.com/66-guilden-st-new-brunswick-nj/n7x466p/
2 S Adelaide Ave,,,"2 S Adelaide Ave, Highland Park, NJ 08904",False,2019,23,https://www.apartments.com/2-s-adelaide-ave-highland-park-nj/2j7nr9c/
205 Easton Avenue,,,"205 Easton Ave, New Brunswick, NJ 08901",False,2015,55,https://www.apartments.com/205-easton-avenue-new-brunswick-nj/4emh4wl/
91 Guilden St,,,"91 Guilden St, New Brunswick, NJ 08901",False,,,https://www.apartments.com/91-guilden-st-new-brunswick-nj/sxvtlx7/
191 Hamilton St,,,"191 Hamilton St, New Brunswick, NJ 08901",False,2019,39,https://www.apartments.com/191-hamilton-st-new-brunswick-nj/hvy9y43/
80 Guilden St,,,"80 Guilden St, New Brunswick, NJ 08901",False,1910,,https://www.apartments.com/80-guilden-st-new-brunswick-nj/lj0gpkd/
31 Hartwell St,,,"31 Hartwell St, New Brunswick, NJ 08901",False,1912,,https://www.apartments.com/31-hartwell-st-new-brunswick-nj/xsyt11n/
111 Guilden St,,,"111 Guilden St, New Brunswick, NJ 08901",False,1900,,https://www.apartments.com/111-guilden-st-new-brunswick-nj/y49mbts/
104 Guilden St,,,"104 Guilden St, New Brunswick, NJ 08901",False,1912,,https://www.apartments.com/104-guilden-st-new-brunswick-nj/sszgrn7/
337 George St,,,"337 George St, New Brunswick, NJ 08901",False,,,https://www.apartments.com/337-george-st-new-brunswick-nj/zrmvymy/
