Option Name,Developer,Contact,Address,Wi-Fi,Year Built,Units,URL
Harbor House Apartments,,,"124 E Sycamore St, Oxford, OH 45056",False,1973,18,https://www.apartments.com/harbor-house-apartments-oxford-oh/rw51q50/
16 S Poplar St,,,"16 S Poplar St, Oxford, OH 45056",False,2015,,https://www.apartments.com/16-s-poplar-st-oxford-oh/vlnscpd/
510-512 N Campus Ave,,,"510-512 N Campus Ave, Oxford, OH 45056",False,1981,,https://www.apartments.com/510-512-n-campus-ave-oxford-oh/llr76ff/
103 E Spring St,,,"103 E Spring St, Oxford, OH 45056",False,1965,,https://www.apartments.com/103-e-spring-st-oxford-oh/87s37m3/
107 E Spring St,,,"107 E Spring St, Oxford, OH 45056",False,1960,14,https://www.apartments.com/107-e-spring-st-oxford-oh/39jn1md/
101 S Poplar St,,,"101 S Poplar St, Oxford, OH 45056",False,1965,,https://www.apartments.com/101-s-poplar-st-oxford-oh/qs9jbtx/
311 S Poplar St,,,"311 S Poplar St, Oxford, OH 45056",False,,,https://www.apartments.com/311-s-poplar-st-oxford-oh/pqtdpfr/
2 S Main St,,,"2 S Main St, Oxford, OH 45056",False,2008,13,https://www.apartments.com/2-s-main-st-oxford-oh/ynmcq7r/
Somerset Apartments,,,"306 N Main St, Oxford, OH 45056",False,1970,18,https://www.apartments.com/somerset-apartments-oxford-oh/5zye68q/
25 W High St,,,"25 W High St, Oxford, OH 45056",False,1964,,https://www.apartments.com/25-w-high-st-oxford-oh/m1g0pnj/
17 W Walnut St,,,"17 W Walnut St, Oxford, OH 45056",False,1909,,https://www.apartments.com/17-w-walnut-st-oxford-oh/2nnr2rc/
11 S Beech St,,,"11 S Beech St, Oxford, OH 45056",False,2014,16,https://www.apartments.com/11-s-beech-st-oxford-oh/6wdskxv/
Campus Courts,,,"540-546 S Campus Ave, Oxford, OH 45056",False,1969,48,https://www.apartments.com/campus-courts-oxford-oh/z535dpy/
18 W Collins St,,,"18 W Collins St, Oxford, OH 45056",False,1889,,https://www.apartments.com/18-w-collins-st-oxford-oh/0gn2lh0/
20 W Sycamore St,,,"20 W Sycamore St, Oxford, OH 45056",False,1979,,https://www.apartments.com/20-w-sycamore-st-oxford-oh/qz94jsy/
Campus Commons,,,"109-129 E Rose Ave, Oxford, OH 45056",False,2010,40,https://www.apartments.com/campus-commons-oxford-oh/z1l58px/
Oxford Plum Tree Apartments,,,"105-117 W Sycamore St, Oxford, OH 45056",False,1993,28,https://www.apartments.com/oxford-plum-tree-apartments-oxford-oh/bbx11fc/
215 N College Ave,,,"215 N College Ave, Oxford, OH 45056",False,1894,,https://www.apartments.com/215-n-college-ave-oxford-oh/03rchj3/
311 N College Ave,,,"311 N College Ave, Oxford, OH 45056",False,1973,12,https://www.apartments.com/311-n-college-ave-oxford-oh/7ytpthy/
112 N College Ave,,,"112 N College Ave, Oxford, OH 45056",False,1900,,https://www.apartments.com/112-n-college-ave-oxford-oh/e9pgkcp/
231 E Chestnut St,,,"231 E Chestnut St, Oxford, OH 45056",False,1967,,https://www.apartments.com/231-e-chestnut-st-oxford-oh/8yjnqe2/
Village Green Apartments,,,"518 S Main St, Oxford, OH 45056",False,1965,33,https://www.apartments.com/village-green-apartments-oxford-oh/7kmg7dy/
Adams House Apartments,,,"712 S Poplar St, Oxford, OH 45056",False,1969,18,https://www.apartments.com/adams-house-apartments-oxford-oh/fmthcnr/
308 N College Ave,,,"308 N College Ave, Oxford, OH 45056",False,1988,12,https://www.apartments.com/308-n-college-ave-oxford-oh/sd7vq44/
314 N College Ave,,,"314 N College Ave, Oxford, OH 45056",False,1900,,https://www.apartments.com/314-n-college-ave-oxford-oh/en7cllp/
316 N College Ave,,,"316 N College Ave, Oxford, OH 45056",False,,,https://www.apartments.com/316-n-college-ave-oxford-oh/9l6ftl7/
Gaslight Avenue at Stewart Square,,,"415 S College Ave, Oxford, OH 45056",False,2019,87,https://www.apartments.com/gaslight-avenue-at-stewart-square-oxford-oh/bjhfx1c/
The Courtyards of Miami,,,"5 E Central Ave, Oxford, OH 45056",False,1969,36,https://www.apartments.com/the-courtyards-of-miami-oxford-oh/gpdswvx/
610-612 Main St,,,"610-612 Main St, Oxford, OH 45056",False,1929,,https://www.apartments.com/610-612-main-st-oxford-oh/xpcs88m/
217 W Collins St,,,"217 W Collins St, Oxford, OH 45056",False,1960,,https://www.apartments.com/217-w-collins-st-oxford-oh/tjtjlyc/
219 N Elm St,,,"219 N Elm St, Oxford, OH 45056",False,1937,,https://www.apartments.com/219-n-elm-st-oxford-oh/5h01xjn/
3 W Central Ave,,,"3 W Central Ave, Oxford, OH 45056",False,1965,,https://www.apartments.com/3-w-central-ave-oxford-oh/dr7hdgh/
306 W High St,,,"306 W High St, Oxford, OH 45056",False,1929,,https://www.apartments.com/306-w-high-st-oxford-oh/kpltg99/
Miami Village,,,"909 Arrowhead Dr, Oxford, OH 45056",False,1966,188,https://www.apartments.com/miami-village-oxford-oh/yxe3lft/
The Maples,,,"814 S Main St, Oxford, OH 45056",False,1969,18,https://www.apartments.com/the-maples-oxford-oh/gwlxfbz/
328 W Church St,,,"328 W Church St, Oxford, OH 45056",False,1916,,https://www.apartments.com/328-w-church-st-oxford-oh/tkpjhpb/
1014-1020 Arrowhead Dr,,,"1014-1020 Arrowhead Dr, Oxford, OH 45056",False,1980,,https://www.apartments.com/1014-1020-arrowhead-dr-oxford-oh/rye1vx3/
300-304 Brookview Ct,,,"300-304 Brookview Ct, Oxford, OH 45056",False,1976,24,https://www.apartments.com/300-304-brookview-ct-oxford-oh/gfz0pgy/
Parkview Arms I & II,,,"5032 College Corner Pike, Oxford, OH 45056",False,1971,86,https://www.apartments.com/parkview-arms-i-ii-oxford-oh/8t383k0/
Victoria Square,,,"819 S Elm St, Oxford, OH 45056",False,1964,30,https://www.apartments.com/victoria-square-oxford-oh/z5xp61z/
5973 Contreras Rd,,,"5973 Contreras Rd, Oxford, OH 45056",False,1920,,https://www.apartments.com/5973-contreras-rd-oxford-oh/0j4n5v2/
Campus Condos,,,"20 Vickie Anda Ct, Oxford, OH 45056",False,1972,42,https://www.apartments.com/campus-condos-oxford-oh/e6vf1pp/
304 W Chestnut St,,,"304 W Chestnut St, Oxford, OH 45056",False,1972,,https://www.apartments.com/304-w-chestnut-st-oxford-oh/lgch3xd/
5151 Westgate Dr,,,"5151 Westgate Dr, Oxford, OH 45056",False,,,https://www.apartments.com/5151-westgate-dr-oxford-oh/79fk0ew/
606 Brill Dr,,,"606 Brill Dr, Oxford, OH 45056",False,1973,,https://www.apartments.com/606-brill-dr-oxford-oh/8vzqld1/
616 Brill Dr,,,"616 Brill Dr, Oxford, OH 45056",False,1973,,https://www.apartments.com/616-brill-dr-oxford-oh/mwy5nxl/
Talaford Manor,,,"900-918 Tollgate Dr, Oxford, OH 45056",False,1978,30,https://www.apartments.com/talaford-manor-oxford-oh/t030b98/
620 Brill Dr,,,"620 Brill Dr, Oxford, OH 45056",False,1973,,https://www.apartments.com/620-brill-dr-oxford-oh/7npgmsy/
101-115 Silverleaf Dr,,,"101-115 Silverleaf Dr, Oxford, OH 45056",False,2004,,https://www.apartments.com/101-115-silverleaf-dr-oxford-oh/hyj9ps3/
5271 Hester Rd,,,"5271 Hester Rd, Oxford, OH 45056",False,,,https://www.apartments.com/5271-hester-rd-oxford-oh/kb826jc/
5265 College Corner Pike,,,"5265 College Corner Pike, Oxford, OH 45056",False,1971,14,https://www.apartments.com/5265-college-corner-pike-oxford-oh/m5fq6vk/
Wintergreen Apartments,,,"5412-5422 College Corner Pike, Oxford, OH 45056",False,1973,35,https://www.apartments.com/wintergreen-apartments-oxford-oh/vtpz6fd/
5432 College Corner Pike,,,"5432 College Corner Pike, Oxford, OH 45056",False,1971,11,https://www.apartments.com/5432-college-corner-pike-oxford-oh/2h5s48b/
Island Lake MHC,,,"2315 Millville Oxford Rd, Hamilton, OH 45013",False,1977,123,https://www.apartments.com/island-lake-mhc-hamilton-oh/c2kscqf/
18 S Poplar St,,,"18 S Poplar St, Oxford, OH 45056",False,2010,,https://www.apartments.com/18-s-poplar-st-oxford-oh/h9133t0/
14 S Poplar St,,,"14 S Poplar St, Oxford, OH 45056",False,2006,,https://www.apartments.com/14-s-poplar-st-oxford-oh/s9j2qy7/
114 W Walnut St,,,"114 W Walnut St, Oxford, OH 45056",False,2017,,https://www.apartments.com/114-w-walnut-st-oxford-oh/hth5zt2/
300 Foxfire Dr,,,"300 Foxfire Dr, Oxford, OH 45056",False,1984,,https://www.apartments.com/300-foxfire-dr-oxford-oh/7ss0nyx/
Oxford Ridge,,,"4350 Oxford Reily Rd, Oxford, OH 45056",False,,12,https://www.apartments.com/oxford-ridge-oxford-oh/5878nkm/
Hawks Landing,Capstone Companies,844-298-2350,"5262 Brown Rd, Oxford, OH 45056",False,1994,170,https://www.apartments.com/hawks-landing-oxford-oh/c73wzmd/
The Commons,Capstone Companies,513-766-8426,"610 Oxford Commons, Oxford, OH 45056",True,1986,418,https://www.apartments.com/the-commons-oxford-oh/wmynefl/
Indian Trace I,Miller-Valentine Group,844-310-4868,"5131 Red Cloud Ct, Oxford, OH 45056",False,1998,84,https://www.apartments.com/indian-trace-i-oxford-oh/vyhentd/
Level 27,"The Pierce Company, Inc.",844-830-0101,"3770 Southpointe Pky, Oxford, OH 45056",True,2006,216,https://www.apartments.com/level-27-oxford-oh/msnltvj/
501 N Campus Ave,,812-221-3914,"501 N Campus Ave, Oxford, OH 45056",False,2006,216,https://www.apartments.com/501-n-campus-ave-oxford-oh/77edfwy/
508 N Campus Ave Unit B,,844-370-6568,"508 N Campus Ave, Oxford, OH 45056",True,2006,216,https://www.apartments.com/508-n-campus-ave-oxford-oh-unit-b/z8g0b9y/
15 W Vine St,,513-306-4145,"15 W Vine St, Oxford, OH 45056",False,2006,216,https://www.apartments.com/15-w-vine-st-oxford-oh/hdmzyd3/
937 Silvoor Ln,,,"937 Silvoor Ln, Oxford, OH 45056",False,2006,216,https://www.apartments.com/937-silvoor-ln-oxford-oh/qslqv2x/
5407 Hester Rd Unit 5407,,765-259-3745,"5407 Hester Rd, Oxford, OH 45056",False,2006,216,https://www.apartments.com/5407-hester-rd-oxford-oh-unit-5407/3vbvh5d/
29 W Spring St Unit 29,,,"29 W Spring St, Oxford, OH 45056",False,2006,216,https://www.apartments.com/29-w-spring-st-oxford-oh-unit-29/wdkyn5k/
Chestnut Place,,,"201 E Chestnut St, Oxford, OH 45056",True,1967,44,https://www.apartments.com/chestnut-place-oxford-oh/xr1b9bq/
13 W Chestnut St,,,"13 W Chestnut St, Oxford, OH 45056",False,1967,44,https://www.apartments.com/13-w-chestnut-st-oxford-oh/v6xtwlf/
119 N Campus Ave,,,"119 N Campus Ave, Oxford, OH 45056",False,1948,,https://www.apartments.com/119-n-campus-ave-oxford-oh/y1nm57t/
315 N University Ave,,,"315 N University Ave, Oxford, OH 45056",False,1913,,https://www.apartments.com/315-n-university-ave-oxford-oh/yrdwsjv/
Lang Manor,,,"215 E Sycamore St, Oxford, OH 45056",False,1973,24,https://www.apartments.com/lang-manor-oxford-oh/fg172ls/
Harbor House Apartments,,,"124 E Sycamore St, Oxford, OH 45056",False,1973,18,https://www.apartments.com/harbor-house-apartments-oxford-oh/rw51q50/
16 S Poplar St,,,"16 S Poplar St, Oxford, OH 45056",False,2015,,https://www.apartments.com/16-s-poplar-st-oxford-oh/vlnscpd/
510-512 N Campus Ave,,,"510-512 N Campus Ave, Oxford, OH 45056",False,1981,,https://www.apartments.com/510-512-n-campus-ave-oxford-oh/llr76ff/
103 E Spring St,,,"103 E Spring St, Oxford, OH 45056",False,1965,,https://www.apartments.com/103-e-spring-st-oxford-oh/87s37m3/
107 E Spring St,,,"107 E Spring St, Oxford, OH 45056",False,1960,14,https://www.apartments.com/107-e-spring-st-oxford-oh/39jn1md/
101 S Poplar St,,,"101 S Poplar St, Oxford, OH 45056",False,1965,,https://www.apartments.com/101-s-poplar-st-oxford-oh/qs9jbtx/
311 S Poplar St,,,"311 S Poplar St, Oxford, OH 45056",False,,,https://www.apartments.com/311-s-poplar-st-oxford-oh/pqtdpfr/
2 S Main St,,,"2 S Main St, Oxford, OH 45056",False,2008,13,https://www.apartments.com/2-s-main-st-oxford-oh/ynmcq7r/
Somerset Apartments,,,"306 N Main St, Oxford, OH 45056",False,1970,18,https://www.apartments.com/somerset-apartments-oxford-oh/5zye68q/
25 W High St,,,"25 W High St, Oxford, OH 45056",False,1964,,https://www.apartments.com/25-w-high-st-oxford-oh/m1g0pnj/
Hawks Landing,Capstone Companies,844-298-2350,"5262 Brown Rd, Oxford, OH 45056",False,1994,170,https://www.apartments.com/hawks-landing-oxford-oh/c73wzmd/
The Commons,Capstone Companies,513-766-8426,"610 Oxford Commons, Oxford, OH 45056",True,1986,418,https://www.apartments.com/the-commons-oxford-oh/wmynefl/
Indian Trace I,Miller-Valentine Group,844-310-4868,"5131 Red Cloud Ct, Oxford, OH 45056",False,1998,84,https://www.apartments.com/indian-trace-i-oxford-oh/vyhentd/
Level 27,"The Pierce Company, Inc.",844-830-0101,"3770 Southpointe Pky, Oxford, OH 45056",True,2006,216,https://www.apartments.com/level-27-oxford-oh/msnltvj/
501 N Campus Ave,,812-221-3914,"501 N Campus Ave, Oxford, OH 45056",False,2006,216,https://www.apartments.com/501-n-campus-ave-oxford-oh/77edfwy/
508 N Campus Ave Unit B,,844-370-6568,"508 N Campus Ave, Oxford, OH 45056",True,2006,216,https://www.apartments.com/508-n-campus-ave-oxford-oh-unit-b/z8g0b9y/
15 W Vine St,,513-306-4145,"15 W Vine St, Oxford, OH 45056",False,2006,216,https://www.apartments.com/15-w-vine-st-oxford-oh/hdmzyd3/
937 Silvoor Ln,,,"937 Silvoor Ln, Oxford, OH 45056",False,2006,216,https://www.apartments.com/937-silvoor-ln-oxford-oh/qslqv2x/
5407 Hester Rd Unit 5407,,765-259-3745,"5407 Hester Rd, Oxford, OH 45056",False,2006,216,https://www.apartments.com/5407-hester-rd-oxford-oh-unit-5407/3vbvh5d/
29 W Spring St Unit 29,,,"29 W Spring St, Oxford, OH 45056",False,2006,216,https://www.apartments.com/29-w-spring-st-oxford-oh-unit-29/wdkyn5k/
Chestnut Place,,,"201 E Chestnut St, Oxford, OH 45056",True,1967,44,https://www.apartments.com/chestnut-place-oxford-oh/xr1b9bq/
13 W Chestnut St,,,"13 W Chestnut St, Oxford, OH 45056",False,1967,44,https://www.apartments.com/13-w-chestnut-st-oxford-oh/v6xtwlf/
119 N Campus Ave,,,"119 N Campus Ave, Oxford, OH 45056",False,1948,,https://www.apartments.com/119-n-campus-ave-oxford-oh/y1nm57t/
315 N University Ave,,,"315 N University Ave, Oxford, OH 45056",False,1913,,https://www.apartments.com/315-n-university-ave-oxford-oh/yrdwsjv/
Lang Manor,,,"215 E Sycamore St, Oxford, OH 45056",False,1973,24,https://www.apartments.com/lang-manor-oxford-oh/fg172ls/
Harbor House Apartments,,,"124 E Sycamore St, Oxford, OH 45056",False,1973,18,https://www.apartments.com/harbor-house-apartments-oxford-oh/rw51q50/
16 S Poplar St,,,"16 S Poplar St, Oxford, OH 45056",False,2015,,https://www.apartments.com/16-s-poplar-st-oxford-oh/vlnscpd/
510-512 N Campus Ave,,,"510-512 N Campus Ave, Oxford, OH 45056",False,1981,,https://www.apartments.com/510-512-n-campus-ave-oxford-oh/llr76ff/
103 E Spring St,,,"103 E Spring St, Oxford, OH 45056",False,1965,,https://www.apartments.com/103-e-spring-st-oxford-oh/87s37m3/
107 E Spring St,,,"107 E Spring St, Oxford, OH 45056",False,1960,14,https://www.apartments.com/107-e-spring-st-oxford-oh/39jn1md/
101 S Poplar St,,,"101 S Poplar St, Oxford, OH 45056",False,1965,,https://www.apartments.com/101-s-poplar-st-oxford-oh/qs9jbtx/
311 S Poplar St,,,"311 S Poplar St, Oxford, OH 45056",False,,,https://www.apartments.com/311-s-poplar-st-oxford-oh/pqtdpfr/
2 S Main St,,,"2 S Main St, Oxford, OH 45056",False,2008,13,https://www.apartments.com/2-s-main-st-oxford-oh/ynmcq7r/
Somerset Apartments,,,"306 N Main St, Oxford, OH 45056",False,1970,18,https://www.apartments.com/somerset-apartments-oxford-oh/5zye68q/
25 W High St,,,"25 W High St, Oxford, OH 45056",False,1964,,https://www.apartments.com/25-w-high-st-oxford-oh/m1g0pnj/
Hawks Landing,Capstone Companies,844-298-2350,"5262 Brown Rd, Oxford, OH 45056",False,1994,170,https://www.apartments.com/hawks-landing-oxford-oh/c73wzmd/
The Commons,Capstone Companies,513-766-8426,"610 Oxford Commons, Oxford, OH 45056",True,1986,418,https://www.apartments.com/the-commons-oxford-oh/wmynefl/
Indian Trace I,Miller-Valentine Group,844-310-4868,"5131 Red Cloud Ct, Oxford, OH 45056",False,1998,84,https://www.apartments.com/indian-trace-i-oxford-oh/vyhentd/
Level 27,"The Pierce Company, Inc.",844-830-0101,"3770 Southpointe Pky, Oxford, OH 45056",True,2006,216,https://www.apartments.com/level-27-oxford-oh/msnltvj/
501 N Campus Ave,,812-221-3914,"501 N Campus Ave, Oxford, OH 45056",False,2006,216,https://www.apartments.com/501-n-campus-ave-oxford-oh/77edfwy/
508 N Campus Ave Unit B,,844-370-6568,"508 N Campus Ave, Oxford, OH 45056",True,2006,216,https://www.apartments.com/508-n-campus-ave-oxford-oh-unit-b/z8g0b9y/
15 W Vine St,,513-306-4145,"15 W Vine St, Oxford, OH 45056",False,2006,216,https://www.apartments.com/15-w-vine-st-oxford-oh/hdmzyd3/
937 Silvoor Ln,,,"937 Silvoor Ln, Oxford, OH 45056",False,2006,216,https://www.apartments.com/937-silvoor-ln-oxford-oh/qslqv2x/
5407 Hester Rd Unit 5407,,765-259-3745,"5407 Hester Rd, Oxford, OH 45056",False,2006,216,https://www.apartments.com/5407-hester-rd-oxford-oh-unit-5407/3vbvh5d/
29 W Spring St Unit 29,,,"29 W Spring St, Oxford, OH 45056",False,2006,216,https://www.apartments.com/29-w-spring-st-oxford-oh-unit-29/wdkyn5k/
Chestnut Place,,,"201 E Chestnut St, Oxford, OH 45056",True,1967,44,https://www.apartments.com/chestnut-place-oxford-oh/xr1b9bq/
13 W Chestnut St,,,"13 W Chestnut St, Oxford, OH 45056",False,1967,44,https://www.apartments.com/13-w-chestnut-st-oxford-oh/v6xtwlf/
119 N Campus Ave,,,"119 N Campus Ave, Oxford, OH 45056",False,1948,,https://www.apartments.com/119-n-campus-ave-oxford-oh/y1nm57t/
315 N University Ave,,,"315 N University Ave, Oxford, OH 45056",False,1913,,https://www.apartments.com/315-n-university-ave-oxford-oh/yrdwsjv/
Lang Manor,,,"215 E Sycamore St, Oxford, OH 45056",False,1973,24,https://www.apartments.com/lang-manor-oxford-oh/fg172ls/
Harbor House Apartments,,,"124 E Sycamore St, Oxford, OH 45056",False,1973,18,https://www.apartments.com/harbor-house-apartments-oxford-oh/rw51q50/
16 S Poplar St,,,"16 S Poplar St, Oxford, OH 45056",False,2015,,https://www.apartments.com/16-s-poplar-st-oxford-oh/vlnscpd/
510-512 N Campus Ave,,,"510-512 N Campus Ave, Oxford, OH 45056",False,1981,,https://www.apartments.com/510-512-n-campus-ave-oxford-oh/llr76ff/
103 E Spring St,,,"103 E Spring St, Oxford, OH 45056",False,1965,,https://www.apartments.com/103-e-spring-st-oxford-oh/87s37m3/
107 E Spring St,,,"107 E Spring St, Oxford, OH 45056",False,1960,14,https://www.apartments.com/107-e-spring-st-oxford-oh/39jn1md/
101 S Poplar St,,,"101 S Poplar St, Oxford, OH 45056",False,1965,,https://www.apartments.com/101-s-poplar-st-oxford-oh/qs9jbtx/
311 S Poplar St,,,"311 S Poplar St, Oxford, OH 45056",False,,,https://www.apartments.com/311-s-poplar-st-oxford-oh/pqtdpfr/
2 S Main St,,,"2 S Main St, Oxford, OH 45056",False,2008,13,https://www.apartments.com/2-s-main-st-oxford-oh/ynmcq7r/
Somerset Apartments,,,"306 N Main St, Oxford, OH 45056",False,1970,18,https://www.apartments.com/somerset-apartments-oxford-oh/5zye68q/
25 W High St,,,"25 W High St, Oxford, OH 45056",False,1964,,https://www.apartments.com/25-w-high-st-oxford-oh/m1g0pnj/
Hawks Landing,Capstone Companies,844-298-2350,"5262 Brown Rd, Oxford, OH 45056",False,1994,170,https://www.apartments.com/hawks-landing-oxford-oh/c73wzmd/
The Commons,Capstone Companies,513-766-8426,"610 Oxford Commons, Oxford, OH 45056",True,1986,418,https://www.apartments.com/the-commons-oxford-oh/wmynefl/
Indian Trace I,Miller-Valentine Group,844-310-4868,"5131 Red Cloud Ct, Oxford, OH 45056",False,1998,84,https://www.apartments.com/indian-trace-i-oxford-oh/vyhentd/
Level 27,"The Pierce Company, Inc.",844-830-0101,"3770 Southpointe Pky, Oxford, OH 45056",True,2006,216,https://www.apartments.com/level-27-oxford-oh/msnltvj/
501 N Campus Ave,,812-221-3914,"501 N Campus Ave, Oxford, OH 45056",False,2006,216,https://www.apartments.com/501-n-campus-ave-oxford-oh/77edfwy/
508 N Campus Ave Unit B,,844-370-6568,"508 N Campus Ave, Oxford, OH 45056",True,2006,216,https://www.apartments.com/508-n-campus-ave-oxford-oh-unit-b/z8g0b9y/
15 W Vine St,,513-306-4145,"15 W Vine St, Oxford, OH 45056",False,2006,216,https://www.apartments.com/15-w-vine-st-oxford-oh/hdmzyd3/
937 Silvoor Ln,,,"937 Silvoor Ln, Oxford, OH 45056",False,2006,216,https://www.apartments.com/937-silvoor-ln-oxford-oh/qslqv2x/
5407 Hester Rd Unit 5407,,765-259-3745,"5407 Hester Rd, Oxford, OH 45056",False,2006,216,https://www.apartments.com/5407-hester-rd-oxford-oh-unit-5407/3vbvh5d/
29 W Spring St Unit 29,,,"29 W Spring St, Oxford, OH 45056",False,2006,216,https://www.apartments.com/29-w-spring-st-oxford-oh-unit-29/wdkyn5k/
Chestnut Place,,,"201 E Chestnut St, Oxford, OH 45056",True,1967,44,https://www.apartments.com/chestnut-place-oxford-oh/xr1b9bq/
13 W Chestnut St,,,"13 W Chestnut St, Oxford, OH 45056",False,1967,44,https://www.apartments.com/13-w-chestnut-st-oxford-oh/v6xtwlf/
119 N Campus Ave,,,"119 N Campus Ave, Oxford, OH 45056",False,1948,,https://www.apartments.com/119-n-campus-ave-oxford-oh/y1nm57t/
315 N University Ave,,,"315 N University Ave, Oxford, OH 45056",False,1913,,https://www.apartments.com/315-n-university-ave-oxford-oh/yrdwsjv/
Lang Manor,,,"215 E Sycamore St, Oxford, OH 45056",False,1973,24,https://www.apartments.com/lang-manor-oxford-oh/fg172ls/
Harbor House Apartments,,,"124 E Sycamore St, Oxford, OH 45056",False,1973,18,https://www.apartments.com/harbor-house-apartments-oxford-oh/rw51q50/
16 S Poplar St,,,"16 S Poplar St, Oxford, OH 45056",False,2015,,https://www.apartments.com/16-s-poplar-st-oxford-oh/vlnscpd/
510-512 N Campus Ave,,,"510-512 N Campus Ave, Oxford, OH 45056",False,1981,,https://www.apartments.com/510-512-n-campus-ave-oxford-oh/llr76ff/
103 E Spring St,,,"103 E Spring St, Oxford, OH 45056",False,1965,,https://www.apartments.com/103-e-spring-st-oxford-oh/87s37m3/
107 E Spring St,,,"107 E Spring St, Oxford, OH 45056",False,1960,14,https://www.apartments.com/107-e-spring-st-oxford-oh/39jn1md/
101 S Poplar St,,,"101 S Poplar St, Oxford, OH 45056",False,1965,,https://www.apartments.com/101-s-poplar-st-oxford-oh/qs9jbtx/
311 S Poplar St,,,"311 S Poplar St, Oxford, OH 45056",False,,,https://www.apartments.com/311-s-poplar-st-oxford-oh/pqtdpfr/
2 S Main St,,,"2 S Main St, Oxford, OH 45056",False,2008,13,https://www.apartments.com/2-s-main-st-oxford-oh/ynmcq7r/
Somerset Apartments,,,"306 N Main St, Oxford, OH 45056",False,1970,18,https://www.apartments.com/somerset-apartments-oxford-oh/5zye68q/
25 W High St,,,"25 W High St, Oxford, OH 45056",False,1964,,https://www.apartments.com/25-w-high-st-oxford-oh/m1g0pnj/
Hawks Landing,Capstone Companies,844-298-2350,"5262 Brown Rd, Oxford, OH 45056",False,1994,170,https://www.apartments.com/hawks-landing-oxford-oh/c73wzmd/
The Commons,Capstone Companies,513-766-8426,"610 Oxford Commons, Oxford, OH 45056",True,1986,418,https://www.apartments.com/the-commons-oxford-oh/wmynefl/
Indian Trace I,Miller-Valentine Group,844-310-4868,"5131 Red Cloud Ct, Oxford, OH 45056",False,1998,84,https://www.apartments.com/indian-trace-i-oxford-oh/vyhentd/
Level 27,"The Pierce Company, Inc.",844-830-0101,"3770 Southpointe Pky, Oxford, OH 45056",True,2006,216,https://www.apartments.com/level-27-oxford-oh/msnltvj/
501 N Campus Ave,,812-221-3914,"501 N Campus Ave, Oxford, OH 45056",False,2006,216,https://www.apartments.com/501-n-campus-ave-oxford-oh/77edfwy/
508 N Campus Ave Unit B,,844-370-6568,"508 N Campus Ave, Oxford, OH 45056",True,2006,216,https://www.apartments.com/508-n-campus-ave-oxford-oh-unit-b/z8g0b9y/
15 W Vine St,,513-306-4145,"15 W Vine St, Oxford, OH 45056",False,2006,216,https://www.apartments.com/15-w-vine-st-oxford-oh/hdmzyd3/
937 Silvoor Ln,,,"937 Silvoor Ln, Oxford, OH 45056",False,2006,216,https://www.apartments.com/937-silvoor-ln-oxford-oh/qslqv2x/
